ID,Account_Number_of_Vendor_or_Creditor
4500173621_120,0
4500173630_90,0
4500173621_70,0
4500173621_40,0
4500173621_30,0
4210141810_10,0
4500173630_50,0
4500173630_80,0
4500173621_10,0
6000037810_30,0
4500173518_30,0
4500173621_290,0
4210141686_10,0
4500173472_100,0
4500173472_90,0
4500168436_10,0
4500173628_60,0
4500173639_60,0
4500173621_150,0
4500173621_170,0
4210141750_10,0
4500173621_360,0
4500173621_350,0
4500173621_320,0
4500173621_310,0
4500173621_280,0
4500173660_1,0
4500173634_160,0
6000037807_10,0
6000037807_20,0
4500173621_260,0
4500173663_1,0
4500173621_130,0
4500173621_250,0
4500173621_230,0
4500173621_220,0
4500173621_210,0
4500173621_340,0
4220039755_20,0
4500173621_200,0
4500173621_190,0
4500173621_180,0
4500173552_20,0
4500173621_330,0
4500173621_240,0
4500173621_160,0
4500173621_100,0
4500173630_30,0
4500173634_120,0
4500173634_40,0
4500173630_60,0
4500156061_10,0
5500008265_10,0
4500171970_20,0
4500171970_30,0
4500168436_20,0
4210141822_20,0
4500173657_1,0
4210141822_30,0
4500173631_40,0
4500173621_370,0
4500173634_110,0
4500173631_20,0
4500173631_70,0
4500173631_60,0
4210141822_10,0
4500173634_230,0
4500173634_220,0
4500173631_30,0
4500173631_50,0
4500173658_1,0
4500173630_20,0
4500173661_1,0
4500173629_140,0
4500173636_10,0
4500173621_90,0
4500173621_80,0
4500173621_60,0
4210141808_10,0
4500173621_50,0
4500173621_20,0
4500173628_50,0
4500171970_10,0
4500173630_110,0
4500173628_20,0
4500173621_300,0
4500173621_110,0
4500173628_10,0
4500173614_20,0
4500173516_10,0
4500173628_40,0
4500173617_10,0
4500173634_240,0
4500173628_30,0
4500173614_30,0
4500173621_270,0
4500173653_10,0
4500173653_70,0
4500173629_30,0
4500173654_1,0
4500173517_10,0
45006030_10,0
4500173634_30,0
4500173634_250,0
4500167573_10,0
4500173653_60,0
45006030_100,0
45006030_90,0
4500173635_10,0
45006030_80,0
4500173652_10,0
4210141807_10,0
4210141807_20,0
4210141807_30,0
4500173640_1,0
4500173637_10,0
45006030_70,0
45006030_60,0
4300012722_10,0
4500173634_150,0
4210141829_10,0
4210141828_20,0
4210141828_10,0
45006030_50,0
45006029_20,0
4210141793_10,0
4400010288_10,0
45006029_30,0
4500173637_20,0
4210141829_20,0
4500173655_10,0
4210141833_10,0
4210141832_10,0
4210141831_20,0
6000037809_10,0
4210141812_10,0
4500173629_290,0
4500173641_1,0
4500173629_280,0
4500173653_50,0
4500173624_10,0
4500173624_20,0
4500173624_30,0
4210141831_10,0
4210141830_20,0
4500173624_40,0
4500173624_90,0
4500171790_20,0
4500173643_10,0
4500173616_20,0
4500173616_10,0
4500173625_10,0
4500173624_80,0
4500173612_10,0
4500173624_70,0
4500173624_60,0
4210141830_10,0
4500173624_50,0
4210141835_10,0
4210141796_10,0
4500173634_10,0
4400010285_1,0
4400010284_10,0
4500173629_400,0
45006030_20,0
4500173629_370,0
4500173629_190,0
4210141823_10,0
4210141825_20,0
4210141797_10,0
4500173629_180,0
4500173629_260,0
4800002799_10,0
45006029_10,0
45006029_100,0
4210141818_10,0
4500173629_250,0
4500173629_200,0
4500173633_30,0
4210141825_10,0
4500173633_20,0
4500173633_10,0
4500173653_30,0
4500173653_80,0
4210141818_20,0
4400010282_1,0
4400010281_1,0
45006029_90,0
4500173629_440,0
4210141785_10,0
45006030_30,0
4500173427_10,0
4210141827_10,0
4210141826_10,0
6000037806_10,0
4500173634_20,0
4210141824_10,0
6000037806_20,0
45006029_40,0
4500173629_230,0
4210141819_10,0
45006029_50,0
4500173629_500,0
4500173629_490,0
45006029_60,0
4500173427_40,0
4500173427_30,0
45006029_70,0
4500173427_20,0
4500173629_480,0
4500173629_470,0
45006030_40,0
6000037808_30,0
6000037808_20,0
6000037808_10,0
4500173629_460,0
4500173653_20,0
4500173634_140,0
4500173629_450,0
45006029_80,0
4210141836_10,0
4500173623_40,0
4210141838_10,0
4210141816_10,0
4300012728_30,0
4300012728_20,0
4210141657_10,0
4500171789_20,0
4500173554_30,0
4500170869_10,0
4210138738_60,0
4500173627_1,0
6000037812_10,0
4500173629_40,0
4500173629_390,0
4210141847_10,0
4500173634_100,0
4500173653_90,0
4500173626_1,0
4210141752_20,0
4300012866_10,0
4500173669_1,0
4500173629_340,0
4210141837_10,0
4500173634_130,0
4500173629_330,0
4300013217_10,0
4300013217_60,0
4500173634_70,0
4210141813_10,0
4210141816_40,0
4210141816_50,0
4210141816_30,0
4210141816_20,0
4500173629_130,0
4500173629_120,0
4500173629_60,0
4500173629_50,0
4500173623_130,0
4500173614_10,0
4500173620_40,0
4500173667_1,0
4300013155_10,0
4500173554_20,0
4500173554_10,0
4210141802_10,0
4500173623_80,0
4500173629_100,0
4220040117_10,0
4500173629_240,0
4500173622_1,0
4500173629_220,0
4500173629_410,0
4500173629_380,0
4500173629_310,0
4500173629_300,0
4500173629_110,0
4500173638_1,0
4500173630_40,0
4300012728_10,0
4500173629_70,0
4300012728_40,0
4500173629_20,0
4210141803_10,0
4300013156_50,0
4300012615_10,0
4210141844_10,0
4500173646_10,0
4500173629_510,0
4500173629_430,0
4210141840_20,0
4500173629_360,0
4500173653_40,0
4500173629_350,0
4220040115_10,0
4210141841_10,0
4300013217_30,0
4210141817_20,0
4210141817_10,0
4210141834_10,0
4210141846_10,0
4210141841_20,0
45006032_10,0
4210141842_10,0
4500173645_10,0
4210141842_20,0
4210141845_20,0
4210141845_10,0
4500173629_90,0
4210141839_20,0
4210141840_10,0
4500173648_10,0
4500173629_80,0
4500173610_20,0
4500173629_210,0
4210141838_20,0
4210141839_10,0
4500173610_10,0
4300013217_40,0
4210141806_10,0
4210141820_20,0
4210141843_10,0
4500173634_200,0
4300013217_50,0
4210137703_50,0
4300013217_20,0
4500173668_1,0
4210141820_10,0
4210138804_10,0
4210136471_20,0
4210136471_10,0
4500173634_210,0
4500173712_10,0
4500172894_30,0
4210141861_10,0
4500173700_10,0
4500173665_30,0
4500173677_10,0
4500173747_1,0
4500172975_10,0
4500173665_10,0
4210141454_10,0
4500173707_10,0
4210141868_10,0
4210141454_20,0
4500173709_10,0
4500173706_10,0
4500172974_20,0
4210141867_10,0
4210141878_10,0
4210141869_10,0
4210141873_10,0
4500173695_10,0
4210141870_10,0
4500173712_20,0
4210141864_20,0
4500173696_20,0
4210141864_10,0
4500173696_10,0
4210141765_10,0
4210141851_10,0
4500173694_10,0
4500173665_20,0
4800002800_10,0
4500173564_10,0
4500173467_10,0
4220040126_10,0
4300013218_10,0
4210141874_20,0
4210141874_10,0
4210141876_10,0
4300012986_10,0
45006036_10,0
4210141879_10,0
4210141865_10,0
4210141865_30,0
4210141865_20,0
4300012941_10,0
4220040123_10,0
4220040125_10,0
4220040131_10,0
4210141872_20,0
4500173689_10,0
4500173671_1,0
4210141854_10,0
4500173684_10,0
4500173684_30,0
4500173684_20,0
4500173717_10,0
4500173716_10,0
4500173680_1,0
4500173681_1,0
4500173750_1,0
4500173686_10,0
4500173748_1,0
4500173676_10,0
4300012773_10,0
4500173745_1,0
4220040130_10,0
4500172455_10,0
4500173723_1,0
4500173741_1,0
4800002800_20,0
4210141848_10,0
4500173693_10,0
4210141863_10,0
4500173678_10,0
4220040121_10,0
4500173749_1,0
4210141855_20,0
4210141855_10,0
4210141855_50,0
4210141855_40,0
4210141857_10,0
4210141855_30,0
4210141855_60,0
4500173713_10,0
4500173699_20,0
4500173699_10,0
4500173725_10,0
4500173714_10,0
4500173714_20,0
4210141850_10,0
4210141853_10,0
4500173714_50,0
4500173714_40,0
4500173714_30,0
4500173746_1,0
4500173676_20,0
4210141872_10,0
4300012611_60,0
4500173720_1,0
4220040132_10,0
4500171793_10,0
4210141877_10,0
4500173742_1,0
4500173744_1,0
4210140489_10,0
4220040124_10,0
4220039965_10,0
4220040124_20,0
4500173564_20,0
4300012611_20,0
4300012611_30,0
4210141860_20,0
4210141860_30,0
4300012611_40,0
4500173715_20,0
4300012611_90,0
4300012611_100,0
4300012611_10,0
4500171793_40,0
4500171793_60,0
4210141860_40,0
4500173722_1,0
4000006755_30,0
4210141860_10,0
4500173702_10,0
4000006755_40,0
4500171793_80,0
4210141852_10,0
4210141852_20,0
4500171793_20,0
6000037814_10,0
4500173715_10,0
4210141849_10,0
4210141858_10,0
4000006749_30,0
4220038243_20,0
4000006749_40,0
4210141205_50,0
4210141205_10,0
4500171467_10,0
4220040119_10,0
4220040024_10,0
4210141859_10,0
4500173688_10,0
4210138800_10,0
4500173687_20,0
4500173687_10,0
4210141871_10,0
4500173724_1,0
4500173721_1,0
4220040128_10,0
4220039138_60,0
4210141906_290,0
4210141906_510,0
4210141909_50,0
4500173757_10,0
4210141906_500,0
4210141906_440,0
4210141906_520,0
4210141891_70,0
4210141906_530,0
4210141906_450,0
4210141906_470,0
4210141906_480,0
4210141906_490,0
4210141906_460,0
4210141906_320,0
4210141906_370,0
4210141906_330,0
4210141735_10,0
4210141691_10,0
4210141909_20,0
4210141906_430,0
4210141888_10,0
4500173754_10,0
4210141936_10,0
4210141909_30,0
4210141909_100,0
4210141891_40,0
4210141906_30,0
4210141941_10,0
4210141899_10,0
4210141891_50,0
4210141891_60,0
4210141906_10,0
4210141906_250,0
4210141909_90,0
4210141906_260,0
4210141909_80,0
4210141909_70,0
4210141906_270,0
4210141906_280,0
4210141906_300,0
4210141906_310,0
4210134133_10,0
4210141906_340,0
4210141906_350,0
4210141906_360,0
4210141906_380,0
4210141906_390,0
4210141906_400,0
4210141906_420,0
4210141909_60,0
4210141906_40,0
4210141933_30,0
4210141906_60,0
4500173753_30,0
4500173805_10,0
4500173756_10,0
4500173803_10,0
4500173803_20,0
4210140652_10,0
4300013219_10,0
4500173753_50,0
4400010290_1,0
6000037815_20,0
4500173821_1,0
4300012838_10,0
4500173471_30,0
4500173822_1,0
4500173823_1,0
6000037817_10,0
6000037815_10,0
4210141898_10,0
4500173753_60,0
4500173753_40,0
4220038462_60,0
6000037816_20,0
6000037816_10,0
4500171837_10,0
4500173797_10,0
4500173804_10,0
4500173470_30,0
4500173753_10,0
4210141927_10,0
4210141881_20,0
4210141881_10,0
4210141911_10,0
4210134924_20,0
4210141880_10,0
4500173801_10,0
4500173753_20,0
4210141881_30,0
4210141906_50,0
4210141902_10,0
4400010291_1,0
4210141906_240,0
4220039947_10,0
4210141906_230,0
4210141906_220,0
4210141906_200,0
4210141906_180,0
4210141906_170,0
4210141906_540,0
4210141906_160,0
4210141906_140,0
4210141906_130,0
4210141906_120,0
4210141906_110,0
4210141906_100,0
4210141906_90,0
4210141906_80,0
4210141906_150,0
4210141903_10,0
4210141906_550,0
4210141906_570,0
4300013226_10,0
4300013225_10,0
4210141890_70,0
4500173815_1,0
4500173812_1,0
4210141933_40,0
4210141933_20,0
4210141906_560,0
4210141900_10,0
4500171590_10,0
4500158898_30,0
4210141906_20,0
4210141906_610,0
4210141906_600,0
4210141906_590,0
4210141906_580,0
4500171677_20,0
4500173819_20,0
4210141906_190,0
4500173817_1,0
4500171776_20,0
4500173784_10,0
4210141929_10,0
4210141913_10,0
4210141913_30,0
4210141913_20,0
4500173751_150,0
4210141915_10,0
4210141915_20,0
4210141916_10,0
4210141916_20,0
4210141910_10,0
4220040138_10,0
4500173751_140,0
4210141915_30,0
4210141896_10,0
4500173826_1,0
4210141914_10,0
4210141315_10,0
4210141891_10,0
4210141930_20,0
4210141930_40,0
4500173751_110,0
4210141930_10,0
4500173794_10,0
4500173789_10,0
4500173783_10,0
4500173768_10,0
4500173786_10,0
4500173790_10,0
4500173791_10,0
4500173792_10,0
4210141786_10,0
4210141891_20,0
4210141896_30,0
4210141912_20,0
4300012943_10,0
4500173796_10,0
4500173795_10,0
4500173785_20,0
4500173785_10,0
4300013221_10,0
4500173811_1,0
4500173752_20,0
4500173770_20,0
4500173770_10,0
4500173764_10,0
4500173816_1,0
4220040137_10,0
4500173787_20,0
4500173752_10,0
4210141896_20,0
4500173810_1,0
4210141904_10,0
4500173471_20,0
4210141912_30,0
4500173751_120,0
4210141909_40,0
4210141921_40,0
4210141921_20,0
4220040135_10,0
4210141931_10,0
4210141907_10,0
4210141921_30,0
6000037818_10,0
4210141904_20,0
4210141897_10,0
4500173751_130,0
4210141908_10,0
4210141891_30,0
4500173793_10,0
4210141894_50,0
4300013220_10,0
4500173806_1,0
4500133239_10,0
4210141893_10,0
4210141894_10,0
4210141894_30,0
4210141894_120,0
4210141894_40,0
4210141894_60,0
4210141917_10,0
4210141894_20,0
4210141894_70,0
4210141894_80,0
4220039834_20,0
4210141894_90,0
4210141894_110,0
4210141894_130,0
4210141894_140,0
4210141894_150,0
4500173798_10,0
4500173798_20,0
4500173798_60,0
4500173798_50,0
4500173798_40,0
4500173798_30,0
4220040136_10,0
4210141909_10,0
4210141909_110,0
4210141894_100,0
4210141905_10,0
4500173787_10,0
4210141905_30,0
4210141922_10,0
4210141924_10,0
4500173651_20,0
4500173649_10,0
4500173473_30,0
4500173825_10,0
4500173472_10,0
4210141905_40,0
4300013223_10,0
4300013222_10,0
4500173820_1,0
4210141580_50,0
4210141580_60,0
4500173818_1,0
4300013224_10,0
4210141939_10,0
4210141932_10,0
4210141932_20,0
4210141905_20,0
4210141939_20,0
4210141955_10,0
4220040150_10,0
4500173830_10,0
4500173830_20,0
4500173830_30,0
4500173850_10,0
4210141943_10,0
4210141942_10,0
4500173839_10,0
4500173849_10,0
4210141948_20,0
4500173828_10,0
4210141956_10,0
4500173848_10,0
4210141546_10,0
4220040153_10,0
4500173847_10,0
4210134019_10,0
4500173851_10,0
4500173846_10,0
4500173845_10,0
4500173855_10,0
6000037821_30,0
4500173844_10,0
4210134019_20,0
4500173843_10,0
4500173842_10,0
6000037821_20,0
4210141552_10,0
4500173840_10,0
4500173853_10,0
6000037821_10,0
4300012995_10,0
4210134019_80,0
4210141293_10,0
4220040154_10,0
4220040139_10,0
4210141943_20,0
4500173852_1,0
4220040141_10,0
4500173829_10,0
4210141705_10,0
4210141923_10,0
4500173868_20,0
4500173868_10,0
4220040140_10,0
4300012995_40,0
4300012995_20,0
4300012995_30,0
4210141957_10,0
4220040149_10,0
6000037819_10,0
4210134019_70,0
4220037344_20,0
4220037344_10,0
4220040147_10,0
4210141950_10,0
4220040152_10,0
4210141948_10,0
4220040142_10,0
4210134019_100,0
4210134019_30,0
4500173827_10,0
4210134019_40,0
4210141959_10,0
4210141959_20,0
4210134019_50,0
4210141951_10,0
4210134019_90,0
4500173867_1,0
4210141549_10,0
4500173837_50,0
4500173837_40,0
4210141548_10,0
4500173837_30,0
4500173837_20,0
4500173837_100,0
4210141548_20,0
4500173837_90,0
4500173837_10,0
4210141548_30,0
6000037822_10,0
4210141958_20,0
4500173703_10,0
4400010293_10,0
4800002798_10,0
4500158897_100,0
4500173833_10,0
4210141548_40,0
4500173833_20,0
4500173837_60,0
4500173837_80,0
4220040146_10,0
4220040143_10,0
4500173836_10,0
4500173858_10,0
4500173859_10,0
4500173860_10,0
4500173863_10,0
4300012937_10,0
4210141945_10,0
4210141945_20,0
4210141945_30,0
4500173831_20,0
4500173831_30,0
4500173831_40,0
4500173831_10,0
4210141944_10,0
4000006781_10,0
4500173837_70,0
4500173833_90,0
4400010293_20,0
4400010292_10,0
4210141958_10,0
4210141953_10,0
4210141879_20,0
4210141934_10,0
4210141934_20,0
6000037823_10,0
4220040148_10,0
4500173864_1,0
4210141961_10,0
6000037820_30,0
6000037820_20,0
6000037820_10,0
4400010137_10,0
4210141954_10,0
4220040145_10,0
4210140979_20,0
4500173857_10,0
4210136019_60,0
4210136019_70,0
6000037824_40,0
6000037824_30,0
4500173833_80,0
4500173833_70,0
4500173833_60,0
4500173833_50,0
4500173833_40,0
4500173833_30,0
4500173833_100,0
4400010292_20,0
4500173716_20,0
4300013229_10,0
4210141958_30,0
4500173832_20,0
4500173832_10,0
4500173866_1,0
4300013227_10,0
4500173865_1,0
6000037824_10,0
6000037824_20,0
4300013228_10,0
4210141960_10,0
4500173870_1,0
4400010294_1,0
4210141962_10,0
4210140287_50,0
4210141799_10,0
4210140981_10,0
4300012937_20,0
4300012937_30,0
4210141543_50,0
4500173854_10,0
4210141543_30,0
4210141947_10,0
4210140287_20,0
4210141715_10,0
4210141543_10,0
4210140287_30,0
4210140287_10,0
4500173838_1,0
4210141898_20,0
4210141653_10,0
4210141949_20,0
4210140287_40,0
4210140971_10,0
4210141543_20,0
4210141949_10,0
4500173871_230,0
4500173871_220,0
4500173871_60,0
4500173871_40,0
4500173871_70,0
4500173871_210,0
4500173871_50,0
4500173871_130,0
4500173871_80,0
4500173871_110,0
4500173871_100,0
4500173871_140,0
4500173871_150,0
4500173871_160,0
4500173871_10,0
4500173871_170,0
4500173871_190,0
4500173871_200,0
4500173871_120,0
4500173871_90,0
4500173871_20,0
4500173871_30,0
4500173871_180,0
4500173871_240,0
4400010106_10,0
4500173468_10,0
4500173541_30,0
4400010295_1,0
4500173873_1,0
4500173926_70,0
4210141977_10,0
4500173905_10,0
4500173926_80,0
4500173926_90,0
4500173926_100,0
4300012510_10,0
4500173902_10,0
4210141963_10,0
4500172953_10,0
4500173926_110,0
4500173926_120,0
4220040158_10,0
4220040158_20,0
4220040158_30,0
4210141973_10,0
4210141961_40,0
4210141200_30,0
4210141200_20,0
6000037827_10,0
4210141981_10,0
6000037827_20,0
4500173926_60,0
4000006784_10,0
4300013233_10,0
4210141961_30,0
4220039624_10,0
4600000193_10,0
4500156929_90,0
4500173926_870,0
4600000193_20,0
4210141992_10,0
4600000193_30,0
4500173881_1,0
4220040116_10,0
4210141968_20,0
4210141983_10,0
4500173926_20,0
4500173882_1,0
4210141966_50,0
4210141966_80,0
4500157490_70,0
4500157475_110,0
4210141966_90,0
4210141968_10,0
4210141966_30,0
4210141966_70,0
4500173885_10,0
4210141993_10,0
4210141961_20,0
4210140717_10,0
4500173900_10,0
4210141984_40,0
4500173896_70,0
4500173896_80,0
4500173896_90,0
4210141984_50,0
4210141984_60,0
4500173926_290,0
4500173926_300,0
4210141984_70,0
4210141984_30,0
4500173896_60,0
4210141984_20,0
4500173926_320,0
4500173926_330,0
4300013235_10,0
4500173890_10,0
4300013234_10,0
4500173926_340,0
4500173926_350,0
4500173926_360,0
4500173926_370,0
4500173926_880,0
4500173926_310,0
4210141200_10,0
4500173896_40,0
4210141984_10,0
4300013236_10,0
4210141884_20,0
4210141884_10,0
4500173896_100,0
4500173896_110,0
4500173926_160,0
4500173896_120,0
4500173896_130,0
4500173896_140,0
4500173886_10,0
4210141966_40,0
4500173886_20,0
4500173896_150,0
4500173942_10,0
4500173926_260,0
4500173926_270,0
4500173926_280,0
4500173896_160,0
4500173896_20,0
4500173896_30,0
4500173896_170,0
4500173896_180,0
4500173926_170,0
4500173896_10,0
4210141974_20,0
4210141966_60,0
4500173917_10,0
4500173916_10,0
4210141971_10,0
4210140019_20,0
4210141970_30,0
45006042_10,0
45006042_20,0
4210141428_10,0
4220040160_10,0
4220040161_10,0
4500172095_40,0
4210142002_10,0
4300012868_10,0
4500170388_10,0
4500170389_10,0
4500170390_10,0
4500170392_10,0
4500172990_10,0
4210141127_60,0
4500173040_10,0
4210141127_30,0
4210141127_10,0
4210141127_70,0
4210141985_30,0
5500008273_20,0
4210141985_10,0
4500173928_1,0
4210141982_10,0
4500170569_10,0
4500173906_10,0
4500156748_110,0
4300013232_10,0
4500173920_160,0
4500173920_110,0
4500173920_60,0
4210141038_40,0
4210141038_50,0
4210141688_10,0
4210141999_10,0
4300013231_10,0
4210141671_10,0
4500173887_10,0
4210141671_20,0
4210141038_10,0
4210141978_10,0
4210141038_30,0
4210141038_20,0
4500173930_10,0
4500173932_10,0
4500173934_10,0
4500173919_10,0
4500173935_10,0
4210141933_10,0
4300012938_10,0
4210141985_20,0
4210141937_10,0
4210141938_30,0
4210141995_10,0
4000006783_10,0
4210141972_10,0
4500173926_860,0
4210141974_10,0
4500173962_1,0
4500173963_1,0
4500173965_1,0
4500173968_1,0
4500173913_20,0
4210141938_20,0
4500173913_30,0
4210141964_30,0
4210141964_10,0
4210141964_40,0
4220040159_10,0
4210141996_10,0
4210141996_20,0
5500008269_40,0
4210141964_20,0
4500173921_10,0
4220040155_10,0
4210141966_20,0
4500173913_10,0
4210141127_40,0
4210141938_10,0
4210141127_80,0
4210141937_90,0
4210141937_80,0
4210141987_40,0
4210141987_50,0
4210141987_60,0
4210141987_70,0
4210141987_80,0
4210141987_30,0
4210141987_20,0
4210141987_10,0
4210141127_50,0
4210141127_20,0
4500173862_10,0
4210141937_70,0
4500173908_10,0
4210141937_20,0
4210141937_60,0
4210141937_50,0
6000037826_10,0
4210141937_40,0
4210141937_30,0
4500173957_10,0
4220039813_40,0
4220039813_60,0
4500173944_10,0
4500173926_680,0
4300012938_30,0
4500173925_140,0
4500173927_20,0
4500173915_1,0
4210141970_40,0
4500173884_1,0
4500173955_1,0
5500008245_10,0
4500169423_10,0
4500169422_10,0
4500169421_10,0
4500169420_10,0
4500173953_1,0
4500173927_10,0
4500169418_10,0
4500173901_10,0
4500173966_1,0
4500173969_1,0
4500173936_10,0
4500173974_1,0
4500173983_1,0
4500173950_1,0
4500173937_10,0
4500173987_1,0
4220040156_10,0
4220040129_10,0
4500173976_1,0
4500173967_1,0
4220040157_10,0
4500173894_20,0
4500173980_1,0
4500173894_10,0
4500173914_1,0
4210141940_10,0
4500173926_190,0
4500173926_810,0
4210141965_10,0
4500173926_610,0
4500173926_600,0
4500173926_560,0
4500173926_840,0
4500173926_830,0
4500173926_820,0
4500173926_380,0
4500173926_850,0
4500173926_640,0
4500173926_430,0
4500173883_1,0
4500173926_410,0
4500173926_10,0
4500173922_1,0
4500173923_1,0
4500173875_1,0
4210141970_60,0
4500173918_1,0
4220039880_20,0
4500173933_10,0
4500173925_10,0
4500173924_10,0
4500173924_20,0
4500173898_10,0
4500173880_1,0
4500173926_390,0
4500173985_1,0
4500173951_1,0
4500173952_1,0
4500173971_1,0
4500173947_1,0
4500173990_1,0
4500173984_1,0
4210141976_10,0
4500173977_1,0
4500173981_1,0
4210141994_20,0
4500173910_10,0
4210141997_10,0
4500173897_10,0
4210141994_10,0
4500173979_1,0
4500173892_10,0
4500173986_1,0
4500173949_1,0
4210141969_10,0
4210141969_20,0
6000037825_30,0
6000037825_20,0
4500173972_1,0
4210138021_30,0
4500173975_1,0
4210141970_10,0
4500173970_1,0
6000037825_10,0
4500173989_1,0
4500173895_10,0
4500173938_1,0
4500173892_30,0
4500173892_40,0
4500173892_20,0
4500173973_1,0
4220038481_20,0
4210141998_10,0
4500173961_1,0
4210141979_10,0
4500173978_1,0
4500173988_1,0
4220038864_10,0
4220038862_10,0
4210141901_10,0
4500173960_1,0
4210141966_10,0
4500173956_1,0
4220038829_10,0
4220038824_10,0
4230002771_70,0
4500173964_1,0
4400010296_1,0
4500173879_1,0
4500173612_50,0
4210141970_20,0
4500173982_1,0
4210141980_10,0
4500173767_40,0
4500173767_60,0
4500173767_10,0
4500173767_20,0
4500173767_50,0
4500173767_30,0
4500173926_490,0
4500173926_500,0
4500173931_10,0
4500173926_770,0
4500173926_720,0
4500173926_250,0
4500173926_240,0
4500173929_10,0
4500173926_760,0
4500173946_20,0
4500173926_700,0
4500173926_690,0
4210141970_50,0
4500173926_520,0
4500173945_10,0
4210141975_10,0
4500173926_230,0
4500173926_220,0
4500173926_780,0
4500173926_790,0
4500173926_800,0
4500173926_200,0
4500173926_180,0
4500173926_150,0
4500173926_140,0
4500173926_540,0
4500173926_550,0
4500173926_750,0
4500173926_570,0
4500173926_620,0
4500173926_130,0
4500173926_50,0
4500173926_40,0
4500173926_30,0
4500173926_210,0
4500173926_590,0
4500173946_10,0
4500173926_400,0
4500173925_80,0
4500173926_730,0
4500173925_90,0
4500173925_40,0
4500173925_100,0
4500173926_740,0
4500173925_30,0
4500173925_170,0
4500173926_510,0
4500173925_20,0
4500173926_670,0
4500173926_660,0
4500173926_630,0
4500173926_580,0
4500173925_130,0
4500173926_480,0
4500173926_710,0
4500173925_70,0
4500173926_470,0
4500173925_110,0
4500173925_160,0
4500173926_460,0
4500173926_450,0
4500173925_60,0
4500173926_440,0
4500173926_420,0
4500173925_120,0
4500173926_530,0
4500174037_670,0
4500171571_10,0
4500174037_690,0
4500174037_650,0
4210142022_10,0
4500174116_1,0
4500174118_1,0
4500174037_610,0
4500174117_1,0
4500174037_620,0
4500174037_630,0
4500174037_640,0
4500174094_1,0
4500174037_660,0
4500172730_140,0
4500174037_280,0
4500172730_20,0
4500174091_10,0
4210141928_10,0
45006023_10,0
45006037_10,0
45006011_10,0
4500172730_160,0
4500174107_1,0
4500172730_130,0
45006010_10,0
4500172730_280,0
4500174106_1,0
4210142026_10,0
4220040164_10,0
4500174037_700,0
4500172730_290,0
4500172730_10,0
4210140566_10,0
4500174104_1,0
4500174062_120,0
4500174110_10,0
4500172730_230,0
4500172730_240,0
4500174037_500,0
4500172730_120,0
4210141928_20,0
4500172730_330,0
4210142023_10,0
4210142023_20,0
4500174037_490,0
4500174037_480,0
4500173997_10,0
4500174037_470,0
4500174037_460,0
4500172730_210,0
4500174037_450,0
4500174037_100,0
4210139306_10,0
4210139306_20,0
4210142008_10,0
4210142008_20,0
4500174051_1,0
4500173991_10,0
4500174038_1,0
4500174122_1,0
4500174125_1,0
4500174124_1,0
4500174085_1,0
4500174126_1,0
4500174037_680,0
4500172730_150,0
4500174037_510,0
6000037828_10,0
4500174102_10,0
4500174086_10,0
4500174086_20,0
4500172730_270,0
4500174037_600,0
4500171838_10,0
4210142018_10,0
4500174037_590,0
4500174109_1,0
4500172730_60,0
4500174037_580,0
4300012714_10,0
4500174037_570,0
4210142015_20,0
45005595_10,0
4500174037_560,0
4500174077_20,0
4500174077_10,0
4500174022_10,0
4800002798_20,0
4500174037_550,0
45006012_10,0
4500174123_1,0
4500174041_1,0
4500174037_540,0
4500174037_530,0
4500174037_520,0
4210142015_10,0
45006043_10,0
4400010107_10,0
4500174023_180,0
4500174108_1,0
4500174037_140,0
4210142009_10,0
4500174037_150,0
4500174050_20,0
4500174037_160,0
4500174037_170,0
4210142005_10,0
4500174036_10,0
4500174037_10,0
4500174037_1000,0
4500174037_990,0
4500174037_110,0
4500174037_80,0
4500174037_70,0
4210142012_10,0
4500174037_60,0
4500174050_10,0
4500174037_120,0
4500174037_880,0
4500174029_10,0
4500161501_110,0
4500174020_10,0
4500174037_890,0
4500174020_30,0
4500174037_130,0
4500172730_300,0
4500174037_900,0
4500174020_60,0
4500174020_50,0
4500174020_40,0
4500174020_20,0
4500159328_110,0
4500159324_110,0
4500174037_50,0
4500174037_40,0
4500174037_30,0
4500174037_390,0
4500174037_380,0
4500174037_370,0
4500174037_360,0
4500174036_40,0
4500174036_30,0
4500174037_400,0
4500174037_350,0
4500174037_340,0
4500174037_330,0
4500174037_320,0
4500174037_310,0
4500174037_300,0
4500174037_290,0
4500174036_20,0
4500174037_410,0
4500174037_230,0
4500174037_420,0
4210142013_10,0
4500174037_20,0
4500174037_980,0
4500174037_970,0
4500174037_960,0
4500174037_950,0
4500174037_940,0
4500174037_930,0
4500174037_920,0
4500174037_910,0
4500174037_440,0
4500174037_180,0
4500174037_430,0
4500174037_210,0
4500174037_220,0
4500172730_310,0
4500174014_10,0
4500174024_10,0
4500172730_30,0
4500174114_1,0
4500174023_30,0
4500174023_20,0
4500174023_190,0
4500174095_1,0
4500172730_170,0
4500174023_60,0
4500172730_190,0
4500174037_720,0
4230002820_10,0
4500174037_730,0
4500174037_740,0
4210142021_10,0
4500172730_200,0
4400010298_10,0
4500174023_90,0
4500174023_110,0
4500174023_10,0
4300012631_10,0
4400010297_10,0
4400010299_10,0
4500174023_70,0
4500174037_240,0
4500174023_170,0
